0.00000 5.00000 10.0000 15.0000 20.0000 25.0000 30.0000 35.0000 40.0000 45.0000 50.0000 55.0000 60.0000 65.0000 70.0000 75.0000 80.0000 85.0000 90.0000
0.00000 5.00000 10.0000 15.0000 20.0000 25.0000 30.0000 35.0000 40.0000 45.0000 50.0000 55.0000 60.0000 65.0000 70.0000 75.0000 80.0000 85.0000 90.0000 95.0000 100.000 105.000 110.000 115.000 120.000 125.000 130.000 135.000 140.000 145.000 150.000 155.000 160.000 165.000 170.000 175.000 180.000
0.00000 5.00000 10.0000 15.0000 20.0000 25.0000 30.0000 35.0000 40.0000 45.0000 50.0000 55.0000 60.0000 65.0000 70.0000 75.0000 80.0000 85.0000 90.0000
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
0.0725521 0.0725517 0.0725559 0.0725819 0.0726594 0.0728335 0.0731679 0.0737515 0.0747075 0.0762090 0.0785038 0.0819581 0.0871346 0.0949417 0.106937 0.125985 0.157623 0.209972 0.248511
